,Date,Route,Operator,Aircraft Type,All Aboard,Passengers Aboard,Crew Aboard,Total Fatalities,Passenger Fatalities,Crew Fatalities,Year,Month,Season
3998,"December 07, 1995","Near Grossevichi, Russia",Far East Aviation,Tupolev TU-154B,98,90,8,98,90,8,1995,December,Winter
3999,"December 13, 1995","Verona  - Villafranca, Italy",Romanian Banat Air,Antonov AN-24B,49,41,8,49,41,8,1995,December,Winter
4000,"December 18, 1995","Cahungula, Angola",Trans Service Airlift,Lockheed L-188C Electra,144,139,5,141,137,4,1995,December,Winter
4001,"December 20, 1995","Near Buga, Valle del Cauca, Colombia",American Airlines,Boeing B-757-223,164,156,8,160,152,8,1995,December,Winter
4002,"December 22, 1995","Bagasin, Papua New Guinea",Island Airways,Britten Norman BN-2A-21 Trislander,12,11,1,2,1,1,1995,December,Winter
4003,"January 08, 1996","Off Bridgetown, Barbados",Mustique Airways,Britten-Norman BN-2A-27 Islander,10,9,1,1,1,0,1996,January,Winter
4004,"January 08, 1996","Kinshasa, Zaire",African Air,Antonov AN-32B,6,0,6,2,0,2,1996,January,Winter
4005,"January 18, 1996","Near Kano, Nigeria",Military - Nigerian Air Force,British Aerospace BAe-125-700B,14,10,4,14,10,4,1996,January,Winter
4007,"February 04, 1996","Asuncion, Paraguay",Lineas Aereas del Caribe,McDonnell Douglas DC-8-55F,4,1,3,4,1,3,1996,February,Winter
4008,"February 05, 1996","St. Johns, Arizona",Business Air Connection,ConvairCV-440,4,2,2,4,2,2,1996,February,Winter
4009,"February 06, 1996","Off Puerto Plata, Domincan Republic","Alas Nacionales, leased from Birgen Air",Boeing B-757-225,189,176,13,189,176,13,1996,February,Winter
4011,"February 12, 1996","Port-au-Prince, Hati",Hati Express,GAF Nomad N-24A,15,13,2,11,9,2,1996,February,Winter
4012,"February 26, 1996","Near Jabal Awliya, Sudan",Military - Sudanese Air Force,Lockheed C-130H,91,85,6,91,85,6,1996,February,Winter
4013,"February 27, 1996","Near Lukapa, Angola",Aero Tropical,Antonov 12BP,8,3,5,8,3,5,1996,February,Winter
4014,"February 29, 1996","Arequipa, Peru",Compania de Aviacion Faucett SA (Peru),Boeing B-737-222,123,117,6,123,117,6,1996,February,Winter
4016,"March 12, 1996","Karabogazgol Bay, Turkmenistan",Akhal Air,Mil Mi-8T (helicopter),12,9,3,12,9,3,1996,March,Spring
4017,"April 03, 1996","Near Dubrovnik, Croatia",Military - U.S. Air Force,Boeing B-737-T43,35,29,6,35,29,6,1996,April,Spring
4018,"April 05, 1996","Near Petropavlovsk, Russia",Krasnoyarskie Avialinii,Ilyushin IL-76TD,20,11,9,20,11,9,1996,April,Spring
4019,"April 05, 1996","Off Matsu Island, Taiwan",Formosa Airlines,Dornier 228-212,17,15,2,6,6,0,1996,April,Spring
4020,"April 11, 1996","Cheyenne, Wyoming",Private,Cessna 177B,3,2,1,3,2,1,1996,April,Spring
4021,"May 03, 1996","Near Haj Yousif, Sudan",Federal Airlines,Antonov AN-24,53,48,5,53,48,5,1996,May,Spring
4022,"May 09, 1996","Near Terrace, British Columbia, Canada",Buffalo Narrows Airways,de Havilland Canada DHC-3 Otter,2,0,2,2,0,2,1996,May,Spring
4023,"May 10, 1996","Otaez, Mexico",Aeroservicios Empresariales de Durango,de Havilland Canada DHC-6 Twin Otter 200,19,17,2,16,14,2,1996,May,Spring
4024,"May 11, 1996","Everglades, Miami, Florida",ValuJet,McDonnell Douglas DC-9-32,110,105,5,110,105,5,1996,May,Spring
4025,"May 11, 1996","Oumba, Papua New Guinea",Milne Bay Air,Britten Norman BN-2A-20 Trislander,10,9,1,1,1,0,1996,May,Spring
4026,"May 19, 1996","Griesta, United Kingdom",Loganair,Britten-Norman BN-2A-26 Islander,3,2,1,3,2,1,1996,May,Spring
4027,"June 06, 1996","Kinshasa, Democratic Republic Congo",Hoseba,Ilyushin 76MD,10,2,8,10,2,8,1996,June,Summer
4028,"June 09, 1996","Rasht, Iran",Iran Air,Boeing 727-286,7,0,7,7,0,7,1996,June,Summer
4030,"June 13, 1996","Fukuoka, Japan",Garuda Indonesia Airlines,McDonnell Douglas DC-10-30,275,260,15,3,3,0,1996,June,Summer
4031,"June 21, 1996","Shanghai, China",China Flying Dragon Aviation (Feilong Airlines),Harbin Yunshuji Y-12-II,12,9,3,2,1,1,1996,June,Summer
4032,"July 06, 1996","Pensacola, Florida",Delta Air Lines,McDonnell Douglas MD-88,142,137,5,2,2,0,1996,July,Summer
4033,"July 09, 1996","Papua, New Guinea",Milne Bay Air,de Havilland Canada DHC-6 Twin Otter 300,20,19,1,20,19,1,1996,July,Summer
4034,"July 11, 1996","Near Kanda, India",Archana Airlines,Let 410,9,6,3,9,6,3,1996,July,Summer
4035,"July 15, 1996","Near Eindhoven, The Netherlands",Military - Belgian Air Force,Lockheed C-130H,41,37,4,34,30,4,1996,July,Summer
4036,"July 17, 1996","Near Playa del Carmen, Mexico",Aerolatino (Aerocaribe),de Havilland Canada DHC-6 Twin Otter 300,18,16,2,1,1,0,1996,July,Summer
4037,"July 17, 1996","Off East Moriches, New York",Trans World Airlines,Boeing B-747-131,230,212,18,230,212,18,1996,July,Summer
4038,"July 20, 1996","Russian Mission, Alaska",Northern Air Cargo,Douglas DC-6A,4,1,3,4,1,3,1996,July,Summer
4039,"July 24, 1996","Near Mergui, Manmar",Myanmar Airways,Fokker F-27 Friendship 600,49,44,5,8,8,0,1996,July,Summer
4040,"August 12, 1996","Markham Bay, Canada",First Air,de Havilland Canada DHC-6 Twin Otter 300,2,0,2,2,0,2,1996,August,Summer
4041,"August 14, 1996","Near Bronson Creek, British Columbia, Canada",Air North,Douglas DC-4,3,0,3,1,0,1,1996,August,Summer
4042,"August 17, 1996","Near Jackson Hole, Wyoming",Military - U.S. Air Force,Lockheed C-130H Hercules,9,1,8,9,1,8,1996,August,Summer
4043,"August 18, 1996","Near Alliford Bay, British Columbia, Canada2",Harbour Air,de Havilland Canada DHC-3 Turbo Otter,3,2,1,3,2,1,1996,August,Summer
4044,"August 19, 1996","Belgrade, Yugosalvia",Spair Air Transport,Ilyushin IL-76T,12,2,10,12,2,10,1996,August,Summer
4045,"August 29, 1996","Near Longyearbyen, Norway",Vnokovo Airlines,Tupolev TU-154M,141,129,12,141,129,12,1996,August,Summer
4046,"September 25, 1996","Waddenzee, Netherlands",Dutch Dakota Association,Douglas DC-3C,32,26,6,32,26,6,1996,September,Autumn
4047,"October 02, 1996","Off Pasamayo, Peru",Aeroperu,Boeing B-757-200,70,61,9,70,61,9,1996,October,Autumn
4048,"October 03, 1996","Kahemba, Congo",Malu Aviation,de Havilland Canada DHC-6 Twin Otter 200,21,19,2,6,4,2,1996,October,Autumn
4049,"October 06, 1996","Lukapa, Angola",Savanair,Antonov 12B,19,13,6,6,5,1,1996,October,Autumn
4050,"October 08, 1996","San Francesco al Campo, Italy",Aeroflot,Antonov An-124,23,0,23,2,0,2,1996,October,Autumn
4051,"October 22, 1996","Manta, Ecuador",Million Air,Boeing B-707-323C,4,0,4,4,0,4,1996,October,Autumn
4052,"October 26, 1996","Khanty, Russia",Tyumen Aviatrans,Yakovlev YAK-40,34,30,4,5,3,2,1996,October,Autumn
4053,"October 31, 1996","Sao Paolo, Brazil",TAM (Brazil),Fokker 100,95,89,6,95,89,6,1996,October,Autumn
4054,"November 01, 1996","Near Tikal, Guatemala",Transported Areos Profesionales - TAPSA,Embraer 110P1 Bandeirante,16,14,2,16,14,2,1996,November,Autumn
4055,"November 07, 1996","Lagos, Nigeria",Aviation Development Corporation,Boeing B-727-231,143,134,9,143,134,9,1996,November,Autumn
4056,"November 07, 1996","Aubusson, France",Jetcom S.A.,Cessna 421C Golden Eagle,8,7,1,8,7,1,1996,November,Autumn
4057,"November 12, 1996","Near Charkhi Dadri, India",Saudi Arabian Airlines / Kazakhstan Airlines,Boeing B-747-168B / Ilyushin IL-76TD,349,316,33,349,316,33,1996,November,Autumn
4058,"November 14, 1996","Bolchaïa Pyssa, Russia",Komi Avia,Antonov AN-2,15,13,2,14,13,1,1996,November,Autumn
4059,"November 19, 1996","Quincy, Illinois",United Express  / Private,Beechcraft 1900-C / Beech King Air A90,14,10,4,14,10,4,1996,November,Autumn
4060,"November 22, 1996","Off Cape Mendocino, CA",Military - U.S. Air Force,Lockheed HC-130P Hercules,11,0,11,10,0,10,1996,November,Autumn
4061,"November 23, 1996","Off Mitsamiouli, Comoros",Ethiopian Airlines,Boeing B-767-260ER,175,163,12,127,117,10,1996,November,Autumn
4062,"November 27, 1996","Abakan, Siberia, Russia",Military - Russian Air Force,Ilyushin IL-76MD,23,19,4,23,19,4,1996,November,Autumn
4063,"November 30, 1996","Medellin, Colombia",ACES Colombia,de Havilland Canada DHC-6 Twin Otter 300,15,13,2,14,12,2,1996,November,Autumn
4064,"December 07, 1996","Banjarmasin, Indonesia",Dirgantara Air Services,CASA 212 Aviocar 100,17,15,2,16,14,2,1996,December,Winter
4065,"December 09, 1996","Boise, Idaho",Emery Worldwide,Douglas C-47A,2,0,2,2,0,2,1996,December,Winter
4066,"December 17, 1996","Tver, Russia",Military - Russian Air Force,Antonov AN-12,18,11,7,18,11,7,1996,December,Winter
4067,"December 21, 1996","Rio Negro, Colombia",SELVA,Antonov An-32B,4,1,3,4,1,3,1996,December,Winter
4068,"December 22, 1996","Narrows, Virginia",Airborne Express,McDonnell Douglas DC-8-63F,6,3,3,6,3,3,1996,December,Winter
4069,"December 24, 1996","Dorchester, New Hampshire",Aircraft Charter Group Inc,Learjet 35A,2,0,2,2,0,2,1996,December,Winter
4070,"December 24, 1996","Near Nellore, India",Military - Indian Air Force,Hindustan Aeronautics 748-2,22,17,5,22,17,5,1996,December,Winter
4071,"January 07, 1997","Near Moamoa, Samoa",Polynesian Airlines,de Havilland Canada DHC-6 Twin Otter 300,5,3,2,3,2,1,1997,January,Winter
4072,"January 09, 1997","Near Monroe, Michigan",Comair,Embraer 120RT Brasilia,29,26,3,29,26,3,1997,January,Winter
4073,"January 29, 1997","Sparrevohn, Alaska",Southcentral Air,de Havilland Canada DHC-4A Caribou,2,0,2,1,0,1,1997,January,Winter
4074,"January 31, 1997","Yola, Nigeria",Skypower Express Airways,Embraer 110P1A Bandeirante,16,13,3,5,2,3,1997,January,Winter
4075,"February 01, 1997","Tambacoumba, Senegal",Air Senegal,Hawker Siddeley HS-748-353 Srs.2a,52,49,3,25,22,3,1997,February,Winter
4076,"February 02, 1997","Near Quiangala, Angola",Force Area Populaire de Angola,CASA 212 Aviocar 200,37,33,4,37,33,4,1997,February,Winter
4078,"February 14, 1997","Carajas, Brazil",Varig,Boeing B-737-2C3,52,46,6,1,0,1,1997,February,Winter
4079,"February 19, 1997","Guatemala City, Guatemala",Transpolar,IAI 1124 Westwind,5,4,1,5,4,1,1997,February,Winter
4080,"March 12, 1997","Lucapa, Angola",ALADA,Antonov AN-12B,16,12,4,16,12,4,1997,March,Spring
4081,"March 13, 1997","Near Mashhad, Iran",Military - Iranian Air Force,Lockheed C-130HF,88,80,8,88,80,8,1997,March,Spring
4082,"March 18, 1997","Cherkessk, Russia",Stavropol Airlines,Antonov AN-24RV,50,44,6,50,44,6,1997,March,Spring
4084,"April 04, 1997","Griffin, Georgia",Custom Air Service,Aviation Traders ATL-98 Carvair,2,0,2,2,0,2,1997,April,Spring
4085,"April 10, 1997","Near Wainwright, Alaska",Hageland Aviation Services,Cessna 208B Caravan I,5,4,1,5,4,1,1997,April,Spring
4086,"April 14, 1997","Brazzaville, Democratic Republic Congo",TAAG Angola Airlines,Fokker F-27 Friendship 600,7,4,3,3,0,3,1997,April,Spring
4087,"April 15, 1997","Gyandzha, Azerbaijan",Azerbaijan Airlines,Yakovlev 40,6,0,6,6,0,6,1997,April,Spring
4089,"April 19, 1997","Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,British Aerospace ATP,53,48,5,15,11,4,1997,April,Spring
4091,"May 08, 1997","Huangtian, China",China Southern Airlines,Boeing B-737-31B,74,65,9,35,33,2,1997,May,Spring
4092,"June 06, 1997","Near Irumu, Congo",Bazair,Vickers Viscount 781D,27,20,7,27,20,7,1997,June,Summer
4093,"June 10, 1997","Mandalgobi, Mongolia",MIAT - Mongolian Airlines,Harbin Yunshuji Y-12 II,12,10,2,7,7,0,1997,June,Summer
4094,"July 03, 1997","Madh Island, India",Elbee Airlines,Fokker F-27 Friendship 200,2,0,2,2,0,2,1997,July,Summer
4095,"July 06, 1997","Near Saravena, Colombia",Military - Colombian Army,Mil Mi-17 (helicopter),29,25,4,25,21,4,1997,July,Summer
4096,"July 09, 1997","Suzano, Brazil",TAM (Brazil),Fokker 100,60,55,5,1,1,0,1997,July,Summer
4097,"July 11, 1997","Off Santiago de Cuba, Cuba",Cubana de Aviacion,Antonov AN-24,44,39,5,44,39,5,1997,July,Summer
4098,"July 17, 1997","Bandung, Indonesia",Sempati Air,Fokker F-27 Friendship 600,50,45,5,30,25,5,1997,July,Summer
4099,"July 18, 1997","Goroka,  New Guinea",Goroka Air Services,de Havilland Canada DHC-6 Twin Otter 300,4,3,1,2,1,1,1997,July,Summer
4100,"July 29, 1997","Calabar , Nigeria",ADC Airlines,BAC One-Eleven 203AE,55,49,6,1,0,1,1997,July,Summer
4101,"July 30, 1997","Florence, Italy",Air Littoral,Aerospatiale ATR-42-512,17,14,3,1,0,1,1997,July,Summer
4102,"August 06, 1997","Agana, Guam",Korean Airlines,Boeing B-747-300,254,231,23,228,206,22,1997,August,Summer
4103,"August 07, 1997","Miami, Florida",Fine Air,McDonnell Douglas DC-8-61F,4,1,3,4,1,3,1997,August,Summer
4104,"August 10, 1997","Matsu Island, Taiwan",Formosa Airlines,Dornier DO-228-212,16,14,2,16,14,2,1997,August,Summer
4105,"August 29, 1997","Puerto Inirida, Venezuela",SATENA,Pilatus PC-6 Turbo Porter / Cessna 206,12,10,2,12,10,2,1997,August,Summer
4106,"September 03, 1997","Phnom Penh, Cambodia",Vietnam Airlines,Tupolev TU-134,66,60,6,65,59,6,1997,September,Autumn
4107,"September 06, 1997","Near Miri, Malaysia",Borneo Airways,Dornier 228-212,10,8,2,10,8,2,1997,September,Autumn
4108,"September 12, 1997","Near Uvira, Zaire",TMK Air Commuter,de Havilland Canada DHC-6 Twin Otter 300,22,21,1,22,21,1,1997,September,Autumn
4109,"September 13, 1997","Off Namibia, Africa",Military - Luftwaffe / Military - USAF,Tupolev TU-154M / C-141 Starlifter,33,23,10,33,23,10,1997,September,Autumn
4110,"September 26, 1997","Buah Nabar, Indonesia",Garuda Indonesia Airlines,Airbus A300-B4-200,234,222,12,234,222,12,1997,September,Autumn
4111,"October 08, 1997","Near Montrose, Colorado",Scenic Airlines,Cessna 208B Caravan I,9,8,1,9,8,1,1997,October,Autumn
4112,"October 10, 1997","Nuevo Berlin, Uruguay",Austral Lineas Aeras (Argentina),McDonnell Douglas DC-9-32,74,69,5,74,69,5,1997,October,Autumn
4113,"October 10, 1997","Taipei, Taiwan",Military - Republic of China Air Force,Lockheed C-130H Hercules,5,0,5,5,0,5,1997,October,Autumn
4114,"October 12, 1997","Monterey Bay, near Pacific Grove, California",Private,Rutan Long EZ (experimental aircraft),1,0,1,1,0,1,1997,October,Autumn
4115,"October 29, 1997","Jalal-Abad, Afghanistan",Ariana Afghan Airlines,Yakovlev YAK-40,26,20,6,2,2,0,1997,October,Autumn
4116,"November 08, 1997","Near Barrow, Alaska",Hageland Aviation Services,Cessna 208B Caravan I,8,7,1,8,7,1,1997,November,Autumn
4117,"December 05, 1997","Irkutsk-2, Russia",Military - Russian Air Force,Antonov AN-124-100,23,17,6,23,17,6,1997,December,Winter
4118,"December 09, 1997","Little Grand Rapids, Canada",Sowind Air,Embraer 110P1 Bandeirante,17,15,2,4,3,1,1997,December,Winter
4119,"December 13, 1997","La Veriente, Bolivia",STAP,Swearingen SA-226T Metro II,19,17,2,10,9,1,1997,December,Winter
4120,"December 15, 1997","Sharjah, United Arab Emirates",Tajikistan Airlines,Tupolev TU-154,86,77,9,85,77,8,1997,December,Winter
4121,"December 17, 1997","Fotina, Greece",Aerosweet Airlines (LVOV),Yakovlev YAK-42,70,62,8,70,62,8,1997,December,Winter
4122,"December 19, 1997","Near Palembang, Indonesia",SilkAir,Boeing B-737-300,104,97,7,104,97,7,1997,December,Winter
4123,"December 20, 1997","Tanagra, Greece",Military - Greek Air Force,Lockheed C-130H Hercules,5,0,5,5,0,5,1997,December,Winter
4124,"December 27, 1997","Atlantic Ocean, off Angola",Renan Airways,Antonov An-72,5,0,5,5,0,5,1997,December,Winter
4125,"December 28, 1997",Over the Pacific Ocean,United Air Lines,Boeing B-747-122,393,374,19,1,1,0,1997,December,Winter
4126,"December 31, 1997","Rio Sidra, Panama",Parsa,Britten Norman BN-2A Trislander,10,9,1,10,9,1,1997,December,Winter
4127,"January 13, 1998","Brno, Czech Republic",Aeroservice International,Let 410UVP,2,0,2,2,0,2,1998,January,Winter
4128,"January 13, 1998","Tor Kach, Pakistan",Military - Ariana Afghan Airlines,Antonov AN-12BP,51,45,6,51,45,6,1998,January,Winter
4129,"January 27, 1998","Yangon (Rangoon), Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,45,41,4,16,15,1,1998,January,Winter
4130,"February 02, 1998","Cagyan de Oro, Philippines",Cebu Pacific Air,McDonnell Douglas DC-9-32,104,99,5,104,99,5,1998,February,Winter
4131,"February 03, 1998","Near Cavalese, Trento, Italy",Military - U.S. Marine Corps,Grummand EA-6B,2,0,2,0,0,0,1998,February,Winter
4132,"February 04, 1998","Terceira, Portugal",Air Luxor,Antonov 12BP,7,0,7,7,0,7,1998,February,Winter
4133,"February 05, 1998","Near Navafria, Spain",Military - Spanish Air Force,CASA 212-S1 Aviocar 100,5,0,5,5,0,5,1998,February,Winter
4134,"February 12, 1998","Near Nasir, Sudan",Military - Sudan Air Force,Antonov AN-32,57,50,7,27,24,3,1998,February,Winter
4135,"February 16, 1998","Taipei, Taiwan",China Airlines (Taiwan),Airbus A300-622R,196,182,14,196,182,14,1998,February,Winter
4136,"March 10, 1998","Mombasa, Kenya",Air Memphis,Boeing 707-336C,6,0,6,6,0,6,1998,March,Spring
4137,"March 18, 1998","Off Hsinchu, Taiwan",Formosa Airlines,Saab340B,13,8,5,13,8,5,1998,March,Spring
4138,"March 19, 1998","Near Charasyab, Afghanistan",Ariana Afghan Airlines,Boeing B-727-228,45,32,13,45,32,13,1998,March,Spring
4139,"March 22, 1998","Bacolod, Philippines",Philippine Air Lines,Airbus A.320-214,127,121,6,0,0,0,1998,March,Spring
4140,"March 28, 1998","Piura, Peru",Fuerza Aérea del Peru,Antonov AN-32,55,50,5,22,22,0,1998,March,Spring
4141,"March 31, 1998","Near Mexico City, Mexico",Linea Aérea Mexicana de Carga,Convair CV-240-53,4,0,4,2,0,2,1998,March,Spring
4142,"April 20, 1998","Near Bogota, Colombia",Air France,Boeing B-727-230,53,43,10,53,43,10,1998,April,Spring
4143,"May 05, 1998","Andoas, Peru",Fuerza Aérea del Peru,Boeing B-737-282,88,81,7,75,69,6,1998,May,Spring
4144,"May 12, 1998","Near Nema, Mauritania",Military - Mauritanian Air Force,Xian Yunshuji Y-7-100C,42,35,7,39,32,7,1998,May,Spring
4145,"May 25, 1998","Near Longtiang, Laos",Military - Lao People's Liberation Army Air Force,Yakovlev YAK-40,26,20,6,26,20,6,1998,May,Spring
4146,"May 25, 1998","Indian Trail, North Carolina",Air Taxi - US Helicopters Inc.,Bell 206L-3,5,4,1,5,4,1,1998,May,Spring
4147,"May 26, 1998","Near Erdenet, Mongolia",MIAT - Mongolian Airlines,Harbin Yunshuji Y-12 II,28,26,2,28,26,2,1998,May,Spring
4148,"June 18, 1998","Montreal, Canada",Propair,Swearingen SA-226TC Metroliner II,11,9,2,11,9,2,1998,June,Summer
4149,"June 25, 1998","Mt. Waialeale, Hawaii",Air Taxi - Ohana Helicopter Tours,Eurocopter AS-350-BA,6,4,2,6,4,2,1998,June,Summer
4150,"July 13, 1998","Off Rasal, United Arab Emirates",ATI Aircompany,Ilyushin 76MD,8,0,8,8,0,8,1998,July,Summer
4151,"July 16, 1998","Córdoba, Argentina",Alas del Sur,Rockwell Sabreliner 60,3,1,2,3,1,2,1998,July,Summer
4152,"July 17, 1998","Asmara, Eritrea",Ukraine Aviation Transport Company,Ilyushin II-76,10,1,9,10,1,9,1998,July,Summer
4153,"July 23, 1998","Pico de Orizaba, Mexico",Military - Mexican Air Force,Shorts SC-7 Skyvan 3-100,4,0,4,4,0,4,1998,July,Summer
4154,"July 27, 1998","Southhampton, England",Plane Sailing,Consolidated PBY-5A Catalina,18,14,4,4,2,2,1998,July,Summer
4155,"July 28, 1998","Barcelona, Spain",Swifair,Swearingen SA.227AC Metro III,2,0,2,2,0,2,1998,July,Summer
4156,"July 29, 1998","Manacapuru River, Brazil",Selva Taxi Aero,Embraer 110 Bandeirante,24,22,2,5,4,1,1998,July,Summer
4157,"July 30, 1998","Near Quiberon, France",Proteus Air / Private,Beechcraft 1900D / Cessna 177,15,12,3,15,12,3,1998,July,Summer
4158,"July 30, 1998","Kochi, India",Alliance Airlines,Dornier 228-201,6,3,3,6,3,3,1998,July,Summer
4159,"August 04, 1998","Kincolith, British Columbia, Canada",Harbour Air Seaplanes Ltd.,de Havilland Dash-2 Beaver,5,4,1,5,4,1,1998,August,Summer
4160,"August 11, 1998","Saurimo, Angola",Alada,Antonov An-12BP,13,6,7,1,0,1,1998,August,Summer
4161,"August 19, 1998","Foveaux Strait, New Zealand",Vincent Aviation,Cessna 402C,10,9,1,5,4,1,1998,August,Summer
4162,"August 21, 1998","Near Ghorepani, Nepal",Lumbini Airways,de Havilland Canada DHC-6 Twin Otter 300,18,15,3,18,15,3,1998,August,Summer
4163,"August 24, 1998","Pretoria, South Africa",Speed Service Couriers,DC-3-65TP,2,0,2,1,0,1,1998,August,Summer
4164,"August 24, 1998","Manibagi, Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,44,40,4,44,40,4,1998,August,Summer
4165,"August 29, 1998","Quito, Ecuador",Cubana de Aviacion,Tupolev TU-154M,91,77,14,70,56,14,1998,August,Summer
4166,"September 02, 1998","Off Peggy's Cove, Nova Scotia, Canada",Swissair,McDonnell Douglas MD-11,229,215,14,229,215,14,1998,September,Autumn
4167,"September 02, 1998",Angola,Permaviatrans,Antonov AN-26,24,20,4,24,20,4,1998,September,Autumn
4168,"September 09, 1998","Port Alsworth, Alaska",Rusts Flying Service Inc.,de Havilland Dash-2 float plane,5,4,1,5,4,1,1998,September,Autumn
